name,releasedate,copiessold,price,revenue,avgplaytime,reviewscore,publisherclass,publishers,developers,steamid
Haunted House,2024-01-10,11008,8.99,57387.0,4.04629417359116,85,Indie,Genuine Studio,Genuine Studio,2376540
Crawling Lab,2024-06-16,13940,4.99,57371.0,7.859513090811096,83,Indie,eTIRUe,eTIRUe,2637070
KAMITSUBAKI CITY ENSEMBLE,2024-08-28,17421,3.99,57163.0,3.618618537414159,62,Indie,"KAMITSUBAKI STUDIO,Studio Lalala","KAMITSUBAKI STUDIO,Studio Lalala",2581050
Commando Collection,2024-07-26,13988,4.99,57114.0,2.195678782003565,99,Indie,Macrojoy,Macrojoy,3059010
Story Of Eve 2,2024-04-25,6937,9.99,57000.0,2.441362377180889,82,Indie,"Mango Party,Mango Party News",SmallSqurriel,1959520
Incubus Quest,2024-01-12,4931,14.99,56928.0,3.984279687862555,79,Indie,Kagura Games,SweetRaspberry,2429890
Mashiroiro Symphony HD -Sana Edition-,2024-05-01,3374,29.99,56826.0,15.587132012446787,88,Indie,Shiravune,Palette,2737980
"Magical Mic Duel: Senpai, Hear My Spell",2024-05-23,12868,6.99,56611.0,0.6995787387464362,92,Indie,ReLU Games,ReLU Games,2696400
EXIT KUN,2024-02-04,31148,2.99,56542.0,1.6875465233684876,85,Indie,AIKUN,"IKUN&KUN,AIKUN",2781370
Space industrial empire,2024-05-24,12991,5.99,56264.0,185.925273584738,83,Indie,游戏养家工作室,游戏养家工作室,2423620
Flock,2024-07-16,3422,19.99,56222.0,5.0648597179177,95,AA,Annapurna Interactive,"Hollow Ponds,Richard Hogg",1472930
USC: Counterforce,2024-07-18,4557,19.99,56116.0,12.624011194681223,76,Indie,Firesquid,"Angry Cat Studios,Creatio 49",1574870
Rack and Slay,2024-05-27,11532,5.99,56109.0,9.014412644766326,94,Indie,2 Left Thumbs,Ludokultur,2311990
Gordian Rooms 2: A curious island,2024-01-19,2891,24.99,56094.0,14.573450988254375,74,Indie,Crimsonite Games,Crimsonite Games,1528220
Honeymoon : Mystery Journey,2024-04-04,6849,9.99,56018.0,1.613685089483286,86,Indie,"Mango Party,Mango Party News",Gentleman.LTD,2483970
Hauntii,2024-05-23,3825,19.99,55934.0,5.999272463046797,90,Indie,Firestoke,Moonloop Games,2060790
Arranger: A Role-Puzzling Adventure,2024-07-25,3400,19.99,55837.0,3.963704938583484,95,Indie,Furniture & Mattress LLC,Furniture & Mattress LLC,2596420
Secrets of the Heartbeat,2024-06-07,13018,9.99,55727.0,2.6283030530483527,89,Indie,RainbowGame,RainbowGame,2774190
"Kingdom, Dungeon, and Hero",2024-07-01,2158,29.99,55543.0,13.419890616501409,84,Indie,Kraken Studios,Kraken Studios,2572400
ReRoad,2024-06-26,4185,14.99,55440.0,5.11095355691673,78,Indie,Rabbithole Games,Rabbithole Games,1304130
Petit Game Collection vol.1,2024-01-19,11241,7.99,55429.0,2.975158869813168,0,Indie,WSS playground,WSS playground,2757490
Nie No Hakoniwa - Dollhouse of Offerings,2024-02-15,2185,29.99,55324.0,9.778930254944072,78,Indie,Sekai Project,Chatte Noire,2527450
Mimic Logic,2024-02-22,15387,3.99,55254.0,9.843984440009253,99,Indie,Nihohe Soft,Nihohe Soft,2455920
Body Pay,2024-04-19,8417,7.99,55093.0,1.4329818666749834,77,Indie,Cheese Burger Studio,Cheese Burger Studio,2909170
COLLEGE SEX FEST 2024,2024-05-02,6723,12.99,54904.0,1.967925174231157,62,Indie,Inturo Games Inc.,Inturo Games Inc.,2842860
Human Farm - Practice Section,2024-03-08,10095,6.99,54805.0,2.104899164154087,86,Indie,072 Project,とっくり海月,2516590
YUME 4,2024-01-12,18572,4.99,54457.0,1.2250755579041477,78,Indie,Lovely Games,Anonymous,2602730
PERFECT CELLS PROJECT,2024-07-31,6494,9.99,54356.0,1.957793964661488,81,Indie,Playmeow,ShinshiMoustache,2688650
Sex Euphoria 💖,2024-02-03,8232,9.99,54348.0,1.6484623283506317,74,Indie,Romantic Room,Romantic Room,2740180
Feed the Deep,2024-08-16,9909,6.99,54316.0,3.405209908163857,94,Indie,Luke Muscat,Luke Muscat,2332260
Lifecraft,2024-04-16,2832,22.99,54293.0,9.238948160822265,83,Indie,Pixbits,Pixbits,1839930
Valiant Hearts: Coming Home,2024-05-24,4242,14.99,54185.0,1.9642139752926429,66,AAA,Ubisoft,"Ubisoft Da Nang,Ubisoft Montpellier",2741360
RKGK / Rakugaki,2024-05-22,3298,19.99,54015.0,3.516789972301656,77,Indie,Wabisabi Games,Wabisabi Games,2146570
Chill Town,2024-03-22,4474,14.99,53847.0,8.455069857008738,72,Indie,Low-Hi Tech,Low-Hi Tech,1940200
Werewolf: The Apocalypse — The Book of Hungry Names,2024-04-25,3708,19.99,53836.0,20.21555010926772,89,Indie,Choice of Games,Choice of Games,2402280
"美女,应接不暇",2024-05-14,8294,9.99,53711.0,4.90755358007216,89,Indie,筠悦游戏,筠悦游戏,2753730
Heroes of Eternal Quest,2024-01-23,5554,11.99,53606.0,5.211472233432033,79,Indie,Surefire.Games,Drakkar Game Studio,2234200
Coin Pusher Casino,2024-02-29,5712,12.45,53577.0,20.55373358458625,90,Indie,TreeNutsGames,TreeNutsGames,2178590
Lunar's Chosen - Episode 1,2024-03-21,6065,11.99,53520.0,17.04048723468547,89,Indie,PTGames,PTGames,1695680
Love Chase,2024-05-20,11298,5.99,53201.0,5.78766925311464,88,Indie,Topgame,Topgame,2812850
Ocean Keeper: Dome Survival,2024-07-18,8573,7.99,53194.0,3.3624747089534006,87,Indie,RetroStyle Games,RetroStyle Games,2845630
Innocent Grape,2024-06-21,9419,6.99,53093.0,1.263656828427289,86,Indie,TopHouse Publishing,"TopHouse Studio,Abel Games",2924050
The Land Beneath Us,2024-05-13,4863,14.99,53038.0,7.226468390806144,83,Indie,"Dear Villagers,Gamera Games",FairPlay Studios Co. Ltd,2131010
KUNKUN Defender,2024-05-02,24898,2.99,52877.0,2.503987080889346,98,Indie,Seal,Seal,2902540
Sex Magic 🔮,2024-02-24,8640,9.99,52803.0,1.5494840840141335,74,Indie,Lust Desires 🖤,Lust Desires 🖤,2800520
My Horse: Bonded Spirits,2024-06-19,3457,19.99,52635.0,3.1240758472671737,57,Indie,"Games Incubator,PlayWay S.A.",Games Incubator,2376970
Suzukuri Dungeon: Karin in the Mountain,2024-08-20,2908,24.99,52578.0,7.88879147866267,80,Indie,Shiravune,Karin Project,1552140
BAKERU,2024-09-03,1611,39.99,52181.0,3.104794863653244,97,AA,"Spike Chunsoft Co., Ltd.","Good-Feel Co., Ltd.",2969380
Cricket Captain 2024,2024-06-06,1932,29.99,52146.0,34.64194315756216,71,Indie,Childish Things Ltd,Childish Things Ltd,2900670
The Last Alchemist,2024-07-12,3193,19.99,51994.0,5.495677661356906,82,Indie,Marvelous Europe,Vile Monarch,1536570
Single By Choice,2024-06-23,7910,7.99,51747.0,2.2513127333238527,93,Indie,"LewdLoco,AIROTS","AIROTS,非魚創意",2812180
Demonsomnia,2024-08-13,4813,13.99,51562.0,1.2559833898863375,32,Indie,Woziva,Woziva,2506820
Sophia the Traveler,2024-04-11,7069,8.99,51514.0,2.18323889731405,90,Indie,Thermite Games,Memo Gogo,1602540
Thought Experiment Simulator,2024-07-22,12613,4.99,51396.0,1.4312099535342595,86,AA,Gamera Games,HoHo Game Studio,2696320
Hotel Business Simulator,2024-06-04,5597,12.99,51368.0,8.127616664306808,50,Indie,Midnight Games,Geekon,2738870
We Are Lost,2024-02-20,8863,9.99,51305.0,2.226043906490635,72,Indie,MaDDoG,MaDDoG,2431690
Fate and Life: The Mystery of Vaulinhorn,2024-04-05,5595,11.99,51279.0,4.576615510778872,80,Indie,Celestial Novel,Celestial Novel,2549200
California Swingers Club - Season 1: Sea Swap,2024-03-13,7135,9.99,51169.0,1.2747399147093406,59,Indie,Swingers Club,Swingers Club,2804310
Pixel Art Academy: Learn Mode,2024-08-05,5114,12.0,51096.0,3.4372901467593326,97,Indie,Retronator,Matej 'Retro' Jan,2330360
My Shameless StepMom,2024-05-18,9167,9.99,51051.0,1.510390495129179,71,Indie,Lust Desires 🖤,Lust Desires 🖤,2889290
Between Horizons,2024-03-25,4113,15.99,50813.0,4.525920436429165,92,Indie,Assemble Entertainment,DigiTales Interactive,1921980
Colonize,2024-02-15,3988,15.99,50645.0,6.1006650249422725,45,Indie,CreativeForge Games,Rembrosoft,1573590
The Crimson Diamond,2024-08-15,3957,14.99,50297.0,6.760505785526912,99,Indie,Julia Minamata,Julia Minamata,1098770
Inverted Angel,2024-07-05,9298,6.99,50253.0,5.270591232140886,90,Indie,SCIKA,SCIKA,2894960
Regency Solitaire II,2024-02-22,4177,14.99,50242.0,8.382209675769408,98,Indie,Grey Alien Games,Grey Alien Games,2137470
南栀 Unwavering love,2024-02-28,9559,8.99,50240.0,5.145861173504191,0,Indie,白露社,白露社,2712580
My MILF Stepmom 2: Family Party💋,2024-04-04,8883,6.99,50102.0,1.854529343715712,80,Indie,DuaWolf Studio,DuaWolf,2694600
Xanadu Land,2024-01-17,26815,0.0,49957.0,14.049678382618964,82,Indie,whiteisle Studio,whiteisle Studio,2258890
PC Tycoon 2,2024-03-28,7036,7.99,49651.0,7.007896529641118,80,Indie,Insignis Games,Insignis Games,2832320
Creepy Tale: Some Other Place,2024-05-30,6347,9.99,49590.0,2.7667740390690607,0,Indie,Creepy Brothers,Creepy Brothers,2476100
混沌战域,2024-05-09,19862,0.0,49428.0,6.1341746240734505,75,Indie,XQ-game,XQ-game,2936360
Redemption of Li Wei,2024-04-11,9601,6.99,49239.0,0.9969888684520324,54,Indie,救赎,"救赎,Avator",2873820
Mika and The Witch's Mountain,2024-08-21,3038,19.99,49191.0,3.354944445221463,96,Indie,Chibig,"Chibig,Nukefist",1819460
Wantless : Solace at World’s End,2024-05-16,4026,17.99,49173.0,22.30725574731829,92,Indie,Twin Sails Interactive,Drop Rate Studio,1807090
Dragon Eclipse,2024-06-24,4688,12.99,49153.0,3.968593702469445,77,Indie,Awaken Realms,Fardust,2626860
BATTLE CRUSH,2024-06-26,62503,0.0,49147.0,16.5554219119682,49,Indie,NCSOFT Corporation,NCSOFT Corporation,2287920
Hilda and the tower of Lust,2024-04-19,4014,15.99,49054.0,1.7791082839865036,83,Indie,072 Project,キラ☆タマ,2551290
Director Simulator,2024-07-26,5036,12.99,49036.0,6.508198725287025,0,Indie,GOLDEN AGE,GOLDEN AGE,2803060
Plane Accident,2024-02-20,5489,11.99,49026.0,1.9297327606821149,70,Indie,"Duality Games,HeartBeat Games","White Pig Games,Spirit Games Studio",1682340
Geneforge 2 - Infestation,2024-03-27,3048,19.99,49010.0,24.31174294563878,99,Indie,Spiderweb Software,Spiderweb Software,2480560
"Ready, Steady, Ship!",2024-04-19,4620,14.99,48929.0,3.1407686348423383,76,Indie,"Untold Tales,Gamersky Games",Jollybits Games,2225610
The Fancy Pants Adventures: Classic Pack,2024-02-18,6308,9.99,48853.0,2.7194622738017378,94,Indie,2 Left Thumbs,Borne Games,1668460
Chushpan Simulator,2024-02-01,47089,1.99,48823.0,1.344691514321377,84,Indie,Sebasa Games,Sebasa Games,2755330
The Star Named EOS,2024-07-22,4088,14.99,48781.0,2.031529811428624,98,AA,PLAYISM,Silver Lining Studio,1619230
Akimbot,2024-08-29,2972,19.99,48668.0,4.851068204451029,89,Indie,PLAION,Evil Raptor,1843540
Sex College 🔞,2024-03-23,6811,9.99,48572.0,4.650505722876416,75,Indie,Lust Desires 🖤,Lust Desires 🖤,2820590
Hero Emblems II,2024-08-05,4958,11.99,48495.0,11.237179230279276,57,Indie,HeatPot Games,HeatPot Games,2417940
Island of Penance,2024-04-12,5107,12.99,48490.0,2.679548204994835,58,Indie,Kagura Games,ONEONE1,1287130
ダンジョンアーティファクト,2024-04-03,6339,9.99,48382.0,10.618725788107303,95,Indie,ExertionGame,いとこん,2144220
RUMBLE BLAZING,2024-08-02,2468,24.99,48303.0,2.4797438578385345,74,Indie,Nekonomeme,Nekonomeme,2827610
CATO: Buttered Cat,2024-09-05,5423,10.99,48270.0,2.413951122043976,99,Indie,GCORES PUBLISHING,Team Woll,1999520
Prisoners,2024-08-15,15169,4.99,48107.0,4.380900979983956,81,Indie,Brave Cat Games,Brave Cat Games,2725200
Only Up !,2024-03-04,7742,6.99,47875.0,1.270125251308995,24,Indie,WGI GAMING,WGI GAMING,2842590
Pixel Noir,2024-02-08,3129,24.99,47871.0,8.461323747170796,67,Hobbyist,None,SWDTech Games,754320
Time to Morp,2024-03-07,3073,19.99,47790.0,6.805357085340336,86,Indie,Yogscast Games,Team HalfBeard,977510
Ad Fundum,2024-06-13,8182,6.99,47737.0,7.320560806047535,96,Indie,Oldbut Gold,Oldbut Gold,2647820
Angel Tear: Goddess Betrayed,2024-07-19,3242,19.99,47476.0,3.103139905214389,89,Indie,Kagura Games,SYRUP many milk,2420640
AMANATSU ~Perfect Edition~,2024-05-16,3238,19.99,47037.0,12.38832515614368,97,Indie,Shiravune,AZARASHI SOFTWARE,2825300
Sex Faculty🔞,2024-03-09,7182,9.99,46668.0,1.8866371645860305,76,Indie,BanzaiProject,BanzaiProject,2834180
Terra Randoma,2024-05-23,4392,14.99,46626.0,17.726065266519086,90,Indie,Deniz K.,Deniz K.,1120400
City Lights Love Bites Season 0 [Pilot Season],2024-07-12,27901,2.0,46602.0,0.9445049616150892,92,Indie,NaughtyOba,NaughtyOba,3011560
KALPA: Cosmic Symphony,2024-08-15,2583,19.99,46470.0,2.186317638434692,88,Indie,"QueseraGames Co., Ltd.","QueseraGames Co., Ltd.",2717010
Perfect Round Disc Golf,2024-03-07,3116,19.99,46195.0,12.957938012814404,85,Indie,Tree Branch Games,Tree Branch Games,1029570
Morbid: The Lords of Ire,2024-05-17,2510,24.99,46151.0,7.0157506347407965,70,Indie,Merge Games,Still Running,2171560
Intergalactic Ecstasy,2024-01-26,3132,17.99,46101.0,2.647660930980216,79,Indie,HFTGames,HFTGames,2706390
Time Survivors,2024-01-15,12782,4.99,46036.0,4.545911246301737,0,Indie,Lunar Chili,Lunar Chili,2211390
Seal: WHAT the FUN,2024-05-03,4629,14.99,45723.0,41.23363340331073,92,Indie,PLAYWITH KOREA Inc.,PLAYWITH GAMES Inc.,2347910
Lost:Antinomy,2024-03-24,22208,2.99,45518.0,5.613759191806671,93,Indie,IMaiIna,IMaiIna,2521180
"Rolling Hills: Make Sushi, Make Friends",2024-06-04,3510,14.99,45463.0,5.836771067156361,90,AA,Humble Games,"Catch & Release, LLC",1235100
CLeM,2024-02-06,3701,15.99,45414.0,3.490975575043364,92,Indie,Iceberg Interactive,Mango Protocol,1861440
Dungeon Dreams 2,2024-02-08,2784,19.99,45410.0,43.46055529505093,93,Indie,DDreams Games,DDreams Games,1843470
Dreamlike Love with Seira,2024-08-23,7884,6.99,45337.0,2.29505412088319,98,Indie,JAST,るび様崇める会,2986260
Rocking Legend,2024-06-17,2552,24.99,45198.0,3.057272110032212,77,Indie,Domuro Soft,Domuro Soft,1260800
七度荒域：混沌之树,2024-08-16,6965,11.99,45169.0,3.5675660187250444,81,Indie,Lightimpact,Lightimpact,3088410
"SEX, BEACH & GIRLS ⛱ 💦",2024-08-10,8167,6.99,45074.0,2.1406784793960285,84,Indie,Taboo Tales 💘,Pocket Rocket Studio 🚀,3009830
Spanky!,2024-04-29,5721,9.99,44989.0,2.4737233399859564,83,Indie,HappyHead Games,HappyHead Games,1732420
Deathbound,2024-08-08,1843,29.99,44908.0,7.426871347947235,80,Indie,Tate Multimedia,Trialforge Studio,1277130
NINJA SLAYER NEO-SAITAMA IN FLAMES(ニンジャスレイヤー ネオサイタマ炎上),2024-07-23,2496,19.99,44905.0,1.7177040895401547,41,Indie,"KADOKAWA CORPORATION,KADOKAWA Game Linkage,ABC ANIMATION",Skeleton Crew Studio,2752330
Undead Inc.,2024-05-02,2610,19.99,44449.0,5.721536277943006,37,AA,Team17,Rightsized Games,2104880
Disco Simulator,2024-03-05,3817,14.99,44231.0,5.355468195030205,79,Indie,"Games Incubator,PlayWay S.A.","Games Incubator,Frozen Cave Studio",1226970
Stories from the Outbreak,2024-02-20,3683,19.99,44160.0,10.832185606695251,87,Indie,Coldwild Games,Coldwild Games,1968630
Taimanin Yukikaze,2024-04-29,4008,14.99,44103.0,4.909042849615716,91,Indie,Shiravune,Lilith,2739700
Kurone's Feelings ~Apprentice Witch of Starfall Village~,2024-01-26,3644,14.99,43908.0,1.5584217212031242,90,Indie,OTAKU Plan,Bielograf,2307300
Project L33T,2024-07-25,1626,29.99,43887.0,10.281846003295016,65,Indie,Holmgard Games,Holmgard Games,2803360
Croakoloco,2024-05-06,9864,5.99,43768.0,15.216373611874015,93,Indie,Ryan Forrester,Ryan Forrester,2628420
Class of Heroes 2G: Remaster Edition,2024-04-26,2675,19.99,43725.0,13.578361345315052,65,Indie,"PQube,ACQUIRE Corp.",Zerodiv,2195790
Kanon,2024-06-19,1786,29.99,43678.0,12.337163860694352,98,Indie,VISUAL ARTS,VISUAL ARTS/Key,2850310
Shoulders of Giants: Ultimate,2024-08-12,2653,19.99,43600.0,4.806888108585829,90,Indie,Moving Pieces Interactive,Moving Pieces Interactive,2283880
Dragon Chronicles: Black Tears,2024-07-14,3987,14.99,43542.0,10.166710361745633,77,Indie,Nyou,Nyou,2701350
The Heroes Around Me,2024-06-14,7510,6.99,43017.0,2.8589233773670752,0,Indie,OKJOY,OKJOY,1768470
Monster Jam™ Showdown,2024-08-29,955,49.99,42966.0,4.484917932813896,80,Indie,Milestone S.r.l.,Milestone S.r.l.,2350280
Bagel Love Story,2024-05-20,13134,3.99,42955.0,2.7087018909894858,98,Indie,NVLMaker,橘子班,2798600
Sneak Out,2024-06-06,230771,0.0,42896.0,7.538281877465217,57,Indie,Kinguin,Kinguin Studios,2410490
Splodey,2024-06-04,4765,12.99,42892.0,5.480412642885778,92,Indie,Mad Mushroom,Send It Studios,2204170
Staffer Reborn,2024-04-26,17834,2.99,42836.0,0.8715559011038803,98,Indie,Team Tetrapod,Team Tetrapod,2658920
Nodebuster,2024-08-13,15819,2.99,42568.0,2.7462502016137416,99,Indie,Goblobin,Goblobin,3107330
Planetaries,2024-08-15,2578,19.99,42508.0,8.339327194184754,61,Indie,EY-Studio,EY-Studio,2800450
It Was Raining That Night,2024-05-29,4838,11.99,42490.0,1.922429877151138,74,Indie,Deafperv,VeronicaPerv,2543770
E.E.R.I.E2,2024-06-16,8217,7.99,42377.0,5.604201762620815,84,Indie,Ureasoft,Ureasoft,2162780
Escort's Secrets 18+,2024-01-06,6650,9.99,42371.0,2.715271067892765,65,Indie,BanzaiProject,BanzaiProject,2668160
Anno 1602 History Edition,2024-04-22,8401,9.99,42332.0,6.856321831993535,67,AAA,Ubisoft,Ubisoft Mainz,2820130
Irotoridori No Sekai HD - The Colorful World,2024-02-16,1533,34.99,42280.0,33.408494179391745,99,Indie,NekoNyan Ltd.,FAVORITE,2591380
XiuzhenWorld / 修真世界,2024-04-30,7497,9.99,42253.0,85.5434139318437,77,Indie,Noforgetit,Noforgetit,2868430
Spire Horizon,2024-02-14,5676,9.99,42180.0,8.823513240410309,80,Indie,Mendoka,Mendoka,2321880
Kristala,2024-06-06,1748,29.99,42089.0,3.270808205157224,90,Indie,Astral Clocktower Studios,Astral Clocktower Studios,1206410
Bureau of Contacts,2024-06-20,7620,7.99,42019.0,2.871687524854979,84,Indie,MIROWIN,MIROWIN,2840210
Lilim wants to Lv up♥,2024-08-27,5130,9.99,41953.0,4.206552409983751,81,Indie,Playmeow,"Yoü studio,Maker製造機",2651570
myPOPGOES,2024-08-01,11465,4.99,41949.0,3.964125096733567,84,Indie,Clickteam,Kane Carter,2429350
Hypnosis Card,2024-01-19,10812,4.99,41891.0,2.016618209055319,77,Indie,Lovely Games,Anonymous,2544990
SOUL COVENANT,2024-04-18,1026,49.99,41764.0,2.971468127622907,75,Indie,"Thirdverse, Co., Ltd.","Thirdverse, Co., Ltd.",2237740
Just Click The Button,2024-01-17,15760,2.99,41751.0,6.070071139889177,93,Indie,Simon Eftestol,Simon Eftestol,2577760
Tools Up! Ultimate Edition,2024-01-05,4051,34.99,41386.0,4.194304726038506,79,Indie,Untold Tales,The Knights of Unity,2551920
Journey to the West Survivor,2024-03-24,10946,5.99,41369.0,10.398218727760351,87,Indie,Leyo Games,Buding Games,2450100
Idle Heros,2024-05-01,18688,0.0,41269.0,74.30369938660196,85,Indie,EGAME,EGAME,1686290
Mylene and the Lust temple,2024-02-01,3866,13.99,41218.0,1.414527658448737,89,Indie,072 Project,キラ☆タマ,2562550
Back,2024-07-30,7243,6.99,41201.0,1.3869485359413716,83,Indie,MYSTERY CROWN,MYSTERY CROWN,2913040
The Necromancer Arises,2024-03-25,5251,9.99,41069.0,2.176031510339552,82,Indie,Whiteleaf Studio,Whiteleaf Studio,2413570
Operation: Polygon Storm,2024-08-12,3786,14.99,40987.0,2.3359190909522582,80,Indie,Untold Tales,Toxic Studio,2310160
Old Coin Pusher Friends 3,2024-07-25,12042,3.99,40967.0,12.495623448004896,97,Indie,STP WORKS,STP WORKS,3040390
E-Startup 2 : Business Tycoon,2024-05-14,4124,12.99,40926.0,4.321572074374925,80,Indie,Polytale Games,Polytale Games,2547750
Riviera: The Promised Land,2024-07-16,1601,34.99,40866.0,8.112560411307811,96,Indie,Sting,Sting,2891280
Life Eater,2024-04-16,3362,14.99,40857.0,1.761433052706857,85,Indie,"Strange Scaffold,Frosty Pop",Strange Scaffold,2632930
This Grand Life 2,2024-06-20,2945,16.99,40793.0,13.109199416556264,92,Indie,Poking Water Games,Poking Water Games,2459490
Read Only Memories: NEURODIVER,2024-05-15,3328,14.99,40762.0,3.660410973557217,70,Indie,Chorus Worldwide Games,"MidBoss, LLC.",1293910
Alchemist Quest,2024-01-26,4175,12.99,40748.0,3.265305039415072,77,Indie,Kagura Games,ShiroKuroSoft,2657720
Kitten Burst,2024-01-20,2073,24.99,40690.0,7.522090444087317,100,Indie,Lithodelphis,Lithodelphis,1592360
Dusk City,2024-07-25,2052,24.99,40666.0,2.834362257995707,99,Indie,Dieselmine,Suteneko Lab.,2973120
Class of Heroes: Anniversary Edition,2024-04-26,2484,19.99,40490.0,17.326049577224996,77,Indie,"PQube,ACQUIRE Corp.",Zerodiv,2195780
Beach Club Simulator 2024,2024-08-16,7981,8.99,40336.0,5.27093331340532,82,Indie,Catsupp Games,Catsupp Games,2856030
Beyond Hanwell,2024-08-25,2484,17.99,40218.0,3.1956422657074275,82,Indie,Steel Arts Software Ltd,Steel Arts Software Ltd,2565550
Armored Suit Solgante,2024-06-14,4236,12.99,40188.0,3.983391950568567,82,Indie,Kagura Games,GapTax,2914470
Sun Breed,2024-04-16,4222,14.99,40182.0,4.677975289079946,92,Indie,SuperWriter Games LLC,SuperWriter Games LLC,2573950
风流公子romantic young man,2024-07-25,10210,4.99,40067.0,2.6870168978411,90,Indie,Ronin SoftWork,Ronin SoftWork,2829600
My step family,2024-03-15,5403,9.99,40051.0,0.8797257734494592,56,Indie,Kun family,Kun family,2753820
无休仙途,2024-07-25,8822,5.99,40010.0,43.543667833485095,77,Indie,GOCORE,GOCORE,2654540
Lazaret,2024-02-20,4436,10.99,39971.0,2.9691842032890894,88,Indie,Aegon Games,Aegon Games,2088280
修仙神诀,2024-06-27,12909,0.0,39887.0,12.383104587172468,74,Indie,雷鸣工作室,雷鸣工作室,3029670
Silent Rain,2024-07-15,5574,9.99,39816.0,3.669721526285395,67,Indie,Seedlers Interactive,"2Brains&Coffee,Seedlers Interactive",1791910
Slavania,2024-03-13,3238,15.99,39769.0,5.31468190304819,64,Indie,"FrostLeaf Games LLC,Game Art Pioneers",FrostLeaf Games LLC,1349600
Rebirth! New Lover,2024-08-06,5441,8.99,39756.0,3.3820040022280256,91,Indie,次元边界,次元边界,2803810
Echocalypse: The Scarlet Covenant,2024-06-07,7701,0.0,39735.0,8.64651914648372,54,Indie,Yoozoo (Singapore) Pte. Ltd,Yoozoo (Singapore) Pte. Ltd,2917030
Candy & Toys Store Simulator,2024-06-26,3531,12.99,39589.0,8.506729676566618,91,Indie,Ox Games,Ox Developer,3013700
Cats Hidden Around the World,2024-06-09,10740,4.99,39527.0,2.280299730203956,97,Indie,Travellin Cats,Travellin Cats,2377970
TASOKARE HOTEL Re:newal,2024-01-22,1283,39.99,39446.0,6.31815504654062,92,Indie,SEEC Inc.,SEEC Inc.,2622260
MACROSS -Shooting Insight-,2024-03-27,1100,39.99,39428.0,2.5255326652276247,48,Indie,Bushiroad Inc.,KAMINARI GAMES Inc.,2103230
Britannia,2024-04-04,3036,24.99,39342.0,24.25514936178075,74,Indie,"PID Games,Avalon Digital",Avalon Digital,1268420
Lysfanga: The Time Shift Warrior,2024-02-13,2741,19.99,39323.0,8.184091418936433,78,Indie,Spotlight by Quantic Dream,Sand Door Studio,2161620
Snapshot VR,2024-04-05,2907,19.99,39215.0,25.527867024835096,87,Indie,Giant Scam Industries,Giant Scam Industries,1133580
Shanghai Summer,2024-02-07,3771,12.99,39145.0,2.7283112400338663,0,Indie,Astrolabe Games,FUTU Studio,1323830
Boyhood's End,2024-09-05,4394,10.99,39110.0,1.7971319180139649,86,Indie,"WSS playground,Alliance Arts","WSS playground,buriki clock",2403290
Sex Detective [18+],2024-01-20,6159,9.99,39057.0,2.62368680328011,74,Indie,BanzaiProject,BanzaiProject,2732510
飛天歷險2024(Dream Of Mirror Online),2024-06-18,5027,0.0,38814.0,53.80585097088608,86,Indie,Hong Kong GameStar Limited,SOFTSTAR ENTERTAINMENT,2899890
Chromosome Evil 2,2024-02-15,2504,19.99,38734.0,15.35812128894409,91,Indie,S.C. 16 BIT NIGHTS S.R.L.,"S.C. 16 BIT NIGHTS S.R.L.,dovganovskiy",2529770
A fascinating story,2024-06-14,5323,9.99,38560.0,2.751939126006837,75,Indie,Lovely Games,L&P,2756390
STRIDE: Fates,2024-05-16,1456,29.99,38478.0,2.2171262747285883,44,Indie,Joy Way,Joy Way,2597880
Brainwashing with Tentacles R,2024-05-25,4016,11.99,38429.0,1.6485084560717145,73,Indie,Dieselmine,kagurado,2862430
False Dream,2024-01-16,22446,1.99,38327.0,2.8520489149129244,97,Indie,TenkaiGames,TenkaiGames,2753720
Chocolate Factory,2024-06-18,2560,19.99,38045.0,5.231778431189281,58,Indie,Tbjbu2,Tbjbu2,2854710
Touhou ~Red Empress Devil.,2024-03-07,5933,7.99,37988.0,1.1907577469879576,79,Indie,STUDIO POCO,STUDIO POCO,1734070
Orgasm Academy 💦,2024-04-13,5975,9.99,37850.0,2.698963040803605,83,Indie,Lust Desires 🖤,Lust Desires 🖤,2820600
Timemelters,2024-02-28,2700,19.99,37803.0,5.238353917176057,94,Indie,Autoexec Games,Autoexec Games,1096140
Escape Memoirs: Safe House,2024-07-19,4474,9.99,37696.0,3.980908947622048,97,Indie,0 Deer Soft Partnership,0 Deer Soft,2722360
Inn Tycoon,2024-08-26,5278,9.9,37621.0,4.334262378938257,87,Indie,"Evil Goose Games,Gamersky Games",Evil Goose Games,2749000
Legend of the Master Baiter,2024-06-21,5111,9.99,37590.0,4.788857462263077,78,Indie,Kagura Games,BigWednesday,2864830
Silent Depth 2: Pacific,2024-07-16,3423,12.99,37567.0,3.543798908664691,58,Indie,MicroProse Software,MicroProse Software,2591010
Pampas & Selene: The Maze of Demons,2024-05-21,5126,9.99,37487.0,7.261998140753362,93,Indie,Unepic Games,@unepic_fran,1966220
Union of Gnomes,2024-07-18,3038,14.99,37472.0,4.858536097701764,93,Indie,HeroCraft PC,Hoolignomes,2097030
DATE A LIVE: Ren Dystopia,2024-09-05,1223,39.99,37412.0,3.649681378405073,96,Indie,Idea Factory International,"Idea Factory,Compile Heart,Sting",2627780
